user_id,screen_name,description,follow_count,followers_count,gender,verified,verified_reason,profile_url,location
5132930861,笨笨搞机,随心、随性、随缘，个人微博传输个人观点，请勿过分解读……QQ:2579349049，电话:17600842753，邮箱imsocial@inmyshow.com,727,1293087,m,True,知名数码博主 微博签约自媒体,https://m.weibo.cn/u/5132930861?uid=5132930861&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,重庆
1823630913,C科技,C科技：一只安静的科技狗。关注科技与数码资讯，投稿、爆料、合作，请私信。,3355,1940381,m,True,C科技联合创始人兼总编黄小文 知名数码博主,https://m.weibo.cn/u/1823630913?uid=1823630913&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京
5032311013,科技ID,科技 互联 生活~,242,3478,m,True,知名数码博主 头条文章作者,https://m.weibo.cn/u/5032311013?uid=5032311013&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,湖南 长沙
2550198830,H_花花玩家,,734,845104,m,True,知名数码博主 头条文章作者,https://m.weibo.cn/u/2550198830?uid=2550198830&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 朝阳区
1771017150,数懒小姐姐,爱摄影的数码小妹&amp;三次元重口向&amp;二次元腐女&amp;爱旅游的无敌吃货,2064,22987,f,True,知名数码博主 头条文章作者,https://m.weibo.cn/u/1771017150?uid=1771017150&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东
2107947800,明晞十八,数码博主，头条文章作者。,235,8059,m,True,知名数码博主 头条文章作者,https://m.weibo.cn/u/2107947800?uid=2107947800&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,湖北 武汉
2281454430,大肥皂,本账号言论仅代表个人观点,2339,201970,m,True,微博牧场计划合作达人 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/2281454430?uid=2281454430&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海
1563458343,毒舌数码,less is more,896,305294,m,True,知名数码博主,https://m.weibo.cn/u/1563458343?uid=1563458343&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,海外 美国
6199957678,啾密一口,说废话专用博,219,128,f,False,,https://m.weibo.cn/u/6199957678?uid=6199957678&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,江苏
2963774131,搞机二师兄,微信公众号“数码科技大爆炸”,308,85497,m,True,知名数码博主 头条文章作者,https://m.weibo.cn/u/2963774131?uid=2963774131&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 广州
6584134919,十鬼x,单身姬佬/rng铁皇杂/jz莫挨老子/wsc你妈必死,308,128,f,False,,https://m.weibo.cn/u/6584134919?uid=6584134919&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,湖南 长沙
1074526074,大儿头头儿大,年幼无知 认真你就输了,279,298,m,False,,https://m.weibo.cn/u/1074526074?uid=1074526074&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 朝阳区
5113789403,这位同学叫晓雨,科技界的知名段子手/二手爆料达人/数码点评人,1374,43533,m,True,知名数码博主 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/5113789403?uid=5113789403&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山东 东营
2495491851,稷下过客,关注手机资讯，热点 数码信息,8238,8267,m,True,头条文章作者,https://m.weibo.cn/u/2495491851?uid=2495491851&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山东
1793455863,当夏在此,,294,2181,m,False,,https://m.weibo.cn/u/1793455863?uid=1793455863&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
5327483983,科技Daily,"合作洽谈请加QQ：347410165（备注合作方向需求）Forget about them, move on.",1109,303125,m,True,知名互联网资讯博主 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/5327483983?uid=5327483983&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京
1938427540,IT最时尚,分享最时尚最流行的IT数码资讯,166,112266,f,False,,https://m.weibo.cn/u/1938427540?uid=1938427540&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 东城区
2824103313,双下颏儿丶,为您带来最新的科技资讯、我是科技的搬运工、努力成为科技的创作者。,328,13252,m,True,数码博主 数码视频自媒体,https://m.weibo.cn/u/2824103313?uid=2824103313&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,甘肃
2036941701,Houcz魍魉狰狞,,28,55,m,False,,https://m.weibo.cn/u/2036941701?uid=2036941701&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 深圳
1751981481,莲蓉酥Lotus,国家三级心理咨询师、数码博主、新媒体人,586,2122,m,True,数码博主 数码视频自媒体,https://m.weibo.cn/u/1751981481?uid=1751981481&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山东 烟台
1887584050,B面歌王,矮子观场难免人云亦云，一对雌雄眼果然睁一眼闭一眼。,595,474,m,False,,https://m.weibo.cn/u/1887584050?uid=1887584050&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海 徐汇区
1724908527,oyuano快乐,,325,183,f,False,,https://m.weibo.cn/u/1724908527?uid=1724908527&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,浙江 温州
1044538337,地毯家园,愿天天都有好心情！,2636,1931,m,True,北京威雅阁家居装饰中心 法人,https://m.weibo.cn/u/1044538337?uid=1044538337&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京
2493428177,破碎小小多,曲中人,57,134,m,True,中国图库签约摄影师 情感博主,https://m.weibo.cn/u/2493428177?uid=2493428177&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,江苏 南京
1789651114,Ark咔嚓一下,也知酣梦易成空，不如归去闲中好。 海洛、亚朵签约,329,78344,m,True,知名数码博主 荣耀智慧屏超话主持人,https://m.weibo.cn/u/1789651114?uid=1789651114&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,安徽
3775056661,巍岳钦禹,我这个人没什么野心，就是很单纯的想发个财而已，如果不能一夜暴富，两夜也行……,4485,7427469,m,True,知名互联网资讯博主,https://m.weibo.cn/u/3775056661?uid=3775056661&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
2691153085,Yiho33_,步履不停,634,2326,m,False,,https://m.weibo.cn/u/2691153085?uid=2691153085&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,河南 郑州
1538969534,FLA05,O(∩_∩)O,168,398,f,False,,https://m.weibo.cn/u/1538969534?uid=1538969534&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海
1303945933,几伟苟,"江海之所以能为百谷王者,以其善下之",1114,9787,m,True,搞笑幽默博主,https://m.weibo.cn/u/1303945933?uid=1303945933&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山西 太原
5671478083,Peter的微薄,,152,340,m,False,,https://m.weibo.cn/u/5671478083?uid=5671478083&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 广州
1457674193,隐形冠军,时尚科技达人,1998,10774,f,True,数码博主,https://m.weibo.cn/u/1457674193?uid=1457674193&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海 长宁区
2824459903,控制者Ctr,,192,264,m,False,,https://m.weibo.cn/u/2824459903?uid=2824459903&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,海外 英国
5523235169,micy佐-科技数码,中国（上海）科技数码自媒体 Weibo digital media accounts Shanghai China Comptes médias numériques Weibo Shanghai Chine,376,28013,m,True,数码博主 新鲜事作者 头条文章作者,https://m.weibo.cn/u/5523235169?uid=5523235169&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海
2658592017,AI日不落帝国11,中国浙江温州市鹿城区丰门街道（身份证地址父母居住）屿头安心公寓二期二幢四单元507本人自己居住！龚国强@人脸识别CEO：15990755491,334,269,m,False,,https://m.weibo.cn/u/2658592017?uid=2658592017&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,浙江 温州
6465249620,Skk16688,,150,31,m,False,,https://m.weibo.cn/u/6465249620?uid=6465249620&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
5206839690,沄然,是非入耳君须忍 半作痴呆半作聋,49,90,m,False,,https://m.weibo.cn/u/5206839690?uid=5206839690&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,辽宁
6577712059,怪蜀黍吴方杰,在校学生,61,74,m,False,,https://m.weibo.cn/u/6577712059?uid=6577712059&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,安徽
2658321654,ssssS7867_,心灵鸡汤池,294,125,f,False,,https://m.weibo.cn/u/2658321654?uid=2658321654&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
6055014839,腾飞爱科技,科技改变生活，爱数码，爱科技，爱生活。,1452,21357,m,True,知名数码博主 头条文章作者,https://m.weibo.cn/u/6055014839?uid=6055014839&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,甘肃 兰州
2268574107,五月数码科技,“Z神通”成员，微博自媒体，数码资讯达人，自媒体全覆盖,1532,16897,m,True,知名互联网资讯博主 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/2268574107?uid=2268574107&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山东 济南
5817405311,Nanoka,一个🇨🇳 饭圈👧🏻/哥斯达黎加女高中生的葱省学伴,445,464,f,False,,https://m.weibo.cn/u/5817405311?uid=5817405311&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 西城区
5713365044,HHP良,关注数码、科技，原创视频内容制作，佛系博主,544,328078,m,True,微博vlog博主 知名数码博主 微博签约自媒体,https://m.weibo.cn/u/5713365044?uid=5713365044&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,安徽 合肥
1733128343,COLA欢妞,不愿意一眼从年轻望到老。,464,398,f,False,,https://m.weibo.cn/u/1733128343?uid=1733128343&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,海外 英国
2236185177,宋敬亭,资深数码爱好者，分享最新数码资讯…,968,55995,m,True,知名数码博主,https://m.weibo.cn/u/2236185177?uid=2236185177&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,河北
6394895439,冯冬阳,猛兽总是独行，牛羊才成群结队。,253,11578,m,True,荣耀20超话小主持人,https://m.weibo.cn/u/6394895439?uid=6394895439&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,四川 成都
2593900340,敬天爱人守住时光,华为手机贴膜部经理，最近我有点小苦恼，妈妈生的我英俊又聪明，我自己又这么努力，会不会太过分了。,356,243,m,False,,https://m.weibo.cn/u/2593900340?uid=2593900340&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,湖北
1165735600,李东_Dony,我为人民卖好茶！～～ 一个手机、数码、摄影爱好者。。。,341,698,m,False,,https://m.weibo.cn/u/1165735600?uid=1165735600&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,福建 厦门
6221258801,南南堡堡,,78,187,m,False,,https://m.weibo.cn/u/6221258801?uid=6221258801&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海
1874424022,互联网_乱侃秀,是你变了吗？,186,175,m,False,,https://m.weibo.cn/u/1874424022?uid=1874424022&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,湖南 长沙
6372124071,是盏甜酒,写文不就图个自己爽(ง •̀_•́)ง,11,3083,f,False,,https://m.weibo.cn/u/6372124071?uid=6372124071&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,浙江 杭州
7238686432,小喵玩科技,VX：15600867168  一只喜欢科技数码的理工喵,251,31227,m,True,Flyme超话小主持人 消费数码答主,https://m.weibo.cn/u/7238686432?uid=7238686432&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 东城区
6398021021,蓝胖子的vivonexs旗舰版,非酋在这里，不接受反驳。,2886,656,f,False,,https://m.weibo.cn/u/6398021021?uid=6398021021&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东
1912909381,大明的幸福生活,来到这世上本就一无所有，也没打算活着回去，走得时候依然身无外物，除了可以带走回忆，其他没什么会失去,799,634,m,False,,https://m.weibo.cn/u/1912909381?uid=1912909381&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山东 青岛
5743386999,行长菌,源于金融圈的数码爱好者,680,755751,m,True,知名数码博主 微博牧场计划合作达人 头条文章作者,https://m.weibo.cn/u/5743386999?uid=5743386999&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山东
3962138475,HoraceLv,生命的意义就是成为你自己,229,126,m,False,,https://m.weibo.cn/u/3962138475?uid=3962138475&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,辽宁 沈阳
1769228100,长安数码君,最新手机数码资讯,266,134205,m,True,知名数码博主 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/1769228100?uid=1769228100&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,陕西 西安
3877703534,大神Vacant,,85,62633,m,False,,https://m.weibo.cn/u/3877703534?uid=3877703534&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 深圳
5638844117,So-boy,车狂,103,510,m,False,,https://m.weibo.cn/u/5638844117?uid=5638844117&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 珠海
2121979327,专业数码评测员,我是专业的数码爱好者.音晌发烧友.茶艺专家.汽车教父.手机专业评测员.如果你喜欢其中一种就关注我吧！,22,1471,m,False,,https://m.weibo.cn/u/2121979327?uid=2121979327&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 广州
6112206424,科技芯事件,"时至今日,还有谁不从众?科技芯事件,那个钟情于独立测评的团队。只有疯狂到以为自己能够改变世界的人，才能真正改变世界。",272,8053,m,True,数码博主,https://m.weibo.cn/u/6112206424?uid=6112206424&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,河北
2815810527,红网幽兰,人文關懷 總在悲哀至極後到來 人們卻依舊相信什麼未來會更精彩,283,191,m,False,,https://m.weibo.cn/u/2815810527?uid=2815810527&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,天津 南开区
1769926317,AUPU奥普,1993年，奥普诞生了第一台浴霸。从灯暖浴霸到风暖浴霸，再到智能集成家居，奥普坚持以“为家人创造产品”的初心研发设计产品，至今已有浴霸、集成吊顶、智能晾衣机等七大核心品类。未来，奥普坚持“为爱设计”的品牌理念，为每个家庭创造温暖、健康与美！,309,127700,f,True,AUPU奥普  官方微博,https://m.weibo.cn/u/1769926317?uid=1769926317&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,浙江 杭州
1408740583,流年幻像,让时间说真话，虽然我也害怕。,472,748,f,False,,https://m.weibo.cn/u/1408740583?uid=1408740583&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,吉林 长春
5366762845,天焕,每天给大家分享一些互联网趣事和一些手机行业内幕。 对数码很有兴趣，有机会大家一起玩。 其他合作请私信。,1285,14548,m,True,知名互联网资讯博主 数码视频自媒体,https://m.weibo.cn/u/5366762845?uid=5366762845&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东
2706198463,鲜榨菠萝汁zzz,随心,29,448,f,False,,https://m.weibo.cn/u/2706198463?uid=2706198463&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,湖北 武汉
1483330984,侯宁,人称＂空军司令＂，财富苍生之醉观者。长篇小说《财富苍生-槐花蛇》作者，侯宁微店https://d.weidian.com/single/#/main,705,3731738,m,True,独立财经观察家，时评家、社会学者、职业投资人 微博签约自媒体,https://m.weibo.cn/u/1483330984?uid=1483330984&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京
5537675126,BT-SISHEN,原全军出击BT联合战队队长,131,12891,m,False,,https://m.weibo.cn/u/5537675126?uid=5537675126&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
6090644851,科技带你走进生活,微博科技产品测评账号,26,118815,m,True,微博泛科普视频自媒体,https://m.weibo.cn/u/6090644851?uid=6090644851&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京
5059953499,国风美男,爱美女也爱美男。,926,3044,m,False,,https://m.weibo.cn/u/5059953499?uid=5059953499&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,重庆
2126130781,慕容勇气,这个你们应该看不见，所以我高兴写什么就写什么。,699,13967,f,True,知名搞笑幽默博主,https://m.weibo.cn/u/2126130781?uid=2126130781&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,天津 河北区
6400904125,科技小李哥,知名数码自媒体，全网阅读量累计超5亿。,56,10265,m,True,头条文章作者,https://m.weibo.cn/u/6400904125?uid=6400904125&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
2712101922,星幕下的獨行,（原名殇簖2012）,882,821,m,False,,https://m.weibo.cn/u/2712101922?uid=2712101922&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东
2398012105,科技小布,不一样的你，不一样的科技资讯。,461,160966,m,True,知名数码博主 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/2398012105?uid=2398012105&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,浙江 绍兴
1100856704,余承东,定位决定地位，眼界决定境界,256,7279208,m,True,华为消费者业务CEO 华为常务董事,https://m.weibo.cn/u/1100856704?uid=1100856704&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 广州
5738655077,这橙子好甜,再快的86也追不上大叔的奔驰,123,290,m,False,,https://m.weibo.cn/u/5738655077?uid=5738655077&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,江苏 扬州
5993549571,小米李思宇,,69,148,m,False,,https://m.weibo.cn/u/5993549571?uid=5993549571&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海
3046937555,小黑豆晒黑了-,2020支付宝中国锦鲤，土木工程师,373,210,m,False,,https://m.weibo.cn/u/3046937555?uid=3046937555&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,江西
6297862137,发光的小张,数码圈新人,158,151,m,False,,https://m.weibo.cn/u/6297862137?uid=6297862137&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,河北
6933206374,宸宝糖宝,程序媛,353,186,f,False,,https://m.weibo.cn/u/6933206374?uid=6933206374&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,陕西
6174602953,金剪刀开箱,看开箱，长见识！,295,503344,m,True,知名数码博主 数码视频自媒体,https://m.weibo.cn/u/6174602953?uid=6174602953&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山东 青岛
6863211597,种菜依旧东篱下,,67,34,m,False,,https://m.weibo.cn/u/6863211597?uid=6863211597&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东
6124786660,九曲回肠54886,,913,210,m,False,,https://m.weibo.cn/u/6124786660?uid=6124786660&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
1865051515,zyzy168,科技指南：论坛资深人士，涉猎pc，笔电，手机平板等数码海洋中。永远扎根于数码草民之中，做永不衰老的小白。,1409,110347,m,True,互联网资讯博主 ZOL自媒体联盟“Z神通”成员 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/1865051515?uid=1865051515&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 平谷区
5588805382,科技Mentor,点个赞！给个关注！ 这里没有千篇一律，只有与众不同！ 选手机的疑问大家自可丢过来，百问百答！,169,2551,m,True,头条文章作者,https://m.weibo.cn/u/5588805382?uid=5588805382&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
6083984625,IT总司令,人生导师，致富之路领导者,317,408306,m,True,知名数码博主,https://m.weibo.cn/u/6083984625?uid=6083984625&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 东城区
2951791080,哈喽nicheng2012来了,不赖我！,1613,2875,m,False,,https://m.weibo.cn/u/2951791080?uid=2951791080&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海 浦东新区
5201697679,科技粒子,再渺小，也要做自由的存在……,99,84,m,False,,https://m.weibo.cn/u/5201697679?uid=5201697679&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,天津 南开区
1317660957,股市超级宝典,,2279,4180,f,False,,https://m.weibo.cn/u/1317660957?uid=1317660957&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 海淀区
1770593742,Y阿舒舒,,291,190,f,False,,https://m.weibo.cn/u/1770593742?uid=1770593742&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,云南 玉溪
6834454269,B总大都督,合作请私信,403,395054,m,True,知名数码博主,https://m.weibo.cn/u/6834454269?uid=6834454269&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 海淀区
3020978233,一个没有故事的死胖子,这个狂热和冲动，早已冷却的如今,429,290,m,False,,https://m.weibo.cn/u/3020978233?uid=3020978233&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,江苏 南京
1663983930,华为何刚,华为手机产品线总裁。定位决定地位，眼界决定境界。,330,1574643,m,True,华为终端手机产品线总裁,https://m.weibo.cn/u/1663983930?uid=1663983930&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,上海
2425008841,看不惯-----,,1141,750,m,False,,https://m.weibo.cn/u/2425008841?uid=2425008841&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,海南 海口
1404371011,死心眼与一顺偏,爱家人爱自己爱健康爱漫画,58,393,f,False,,https://m.weibo.cn/u/1404371011?uid=1404371011&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京 西城区
2764005051,金牌数码,没什么，小痞子一枚……,82,100340,f,True,数码博主,https://m.weibo.cn/u/2764005051?uid=2764005051&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,江苏
6311415301,MYMelainel,想做一个不一样的人,171,170,m,True,华为正式发布鸿蒙超话主持人,https://m.weibo.cn/u/6311415301?uid=6311415301&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,安徽 合肥
2186510287,chen_perfect,愿有人陪你颠沛流离。,152,629,m,False,,https://m.weibo.cn/u/2186510287?uid=2186510287&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,湖北 武汉
1559056667,进击的锅包肉儿,个人账号。非营销 选手机找我就对了。帮你参谋。  简单日常、数码、应用、业余拍照 。,3994,4808,m,True,新鲜事作者 荣耀V20超话小主持人,https://m.weibo.cn/u/1559056667?uid=1559056667&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,辽宁 沈阳
2414926564,大牛de天儿是堂良,我喜欢的人，超A超优秀,1323,1017,f,False,,https://m.weibo.cn/u/2414926564?uid=2414926564&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,河北
1642632024,新浪手机,新浪手机官方微博，网罗全球最新最酷手机资讯！欢迎报料、投稿，请发私信或者邮件（digiweibo@sina.com）,568,1585234,f,True,新浪手机官方微博,https://m.weibo.cn/u/1642632024?uid=1642632024&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京
5738771023,搞机Time,知名数码博主，微博签约自媒体，合作私信,1382,274848,m,True,知名数码博主 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/5738771023?uid=5738771023&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京
6510467902,官两岁,微博认证：知名互联网资讯博主,102,467,m,True,mate30超话主持人,https://m.weibo.cn/u/6510467902?uid=6510467902&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,其他
3819935798,纯洁的雷莲花,我是一个在黑暗中大雪纷飞的人啊,79,825,f,False,,https://m.weibo.cn/u/3819935798?uid=3819935798&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,江苏
3866429926,科技C先生,数码博主 合作直接私信,1202,142351,m,True,知名数码博主 微博牧场计划合作达人 新鲜事金牌作者 微博故事原创作者 头条文章作者,https://m.weibo.cn/u/3866429926?uid=3866429926&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,安徽
3219277332,亲哭你123,多看书少冲浪,463,226,f,False,,https://m.weibo.cn/u/3219277332?uid=3219277332&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,浙江 杭州
6021003247,阿莫学长,写东西的。,168,5658644,m,True,知名情感博主 视频自媒体 微博签约自媒体,https://m.weibo.cn/u/6021003247?uid=6021003247&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 深圳
1246856883,鹏霄万里,平台：数码视界,592,147684,m,True,知名数码博主 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/1246856883?uid=1246856883&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,北京
6362348798,chi到了千年,普通改变，改变普通。,117,10518,m,True,数码博主,https://m.weibo.cn/u/6362348798?uid=6362348798&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,福建
2836883273,华为手机,做地球人最喜爱的手机,411,14133731,m,True,华为手机产品线官方微博,https://m.weibo.cn/u/2836883273?uid=2836883273&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东
2824626113,IT科技侠,创客，创新，智能硬件，数码，炫酷，科技生活。,2421,1907655,m,True,前 科技自媒体作者 微博vlog博主 知名数码博主 数码视频自媒体,https://m.weibo.cn/u/2824626113?uid=2824626113&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,海外
7096232022,2019村里重点扶贫对象,2019：搞钱！考研！,454,4030,f,False,,https://m.weibo.cn/u/7096232022?uid=7096232022&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,广东 广州
5640161887,蜘蛛MX,科技撰稿人丨知乎专栏作者丨签约原创图文作者丨日常分享科技生活,623,79612,m,True,数码博主 新浪众测达人，晨曦科技工作室职员 头条文章作者 微博签约自媒体,https://m.weibo.cn/u/5640161887?uid=5640161887&luicode=10000011&lfid=100103type%3D1%26q%3DMate30,山东 青岛
